,name,url,_dlt_load_id,_dlt_id
153,meganium,https://pokeapi.co/api/v2/pokemon/154/,1732007685.616085,bImutIvUaALlyA
154,cyndaquil,https://pokeapi.co/api/v2/pokemon/155/,1732007685.616085,FLUA0a0CRL08FQ
155,quilava,https://pokeapi.co/api/v2/pokemon/156/,1732007685.616085,MSjY7z1nMJoJMg
156,typhlosion,https://pokeapi.co/api/v2/pokemon/157/,1732007685.616085,iz1PhM2J7nSspQ
157,totodile,https://pokeapi.co/api/v2/pokemon/158/,1732007685.616085,ppE0AW4NPM/1Hg
158,croconaw,https://pokeapi.co/api/v2/pokemon/159/,1732007685.616085,zRv/0On3muf+BQ
159,feraligatr,https://pokeapi.co/api/v2/pokemon/160/,1732007685.616085,b69mVa5WoUBEdw
160,sentret,https://pokeapi.co/api/v2/pokemon/161/,1732007685.616085,x0/6OnLGN7p5jg
161,furret,https://pokeapi.co/api/v2/pokemon/162/,1732007685.616085,I6mo0zxu7mqA1Q
162,hoothoot,https://pokeapi.co/api/v2/pokemon/163/,1732007685.616085,SbhtAOT9mpqMHg
163,noctowl,https://pokeapi.co/api/v2/pokemon/164/,1732007685.616085,/Cm0YYYMb5o2+g
164,ledyba,https://pokeapi.co/api/v2/pokemon/165/,1732007685.616085,r8t6KAxLP3+cNg
165,ledian,https://pokeapi.co/api/v2/pokemon/166/,1732007685.616085,XTK1baL2xRChtQ
166,spinarak,https://pokeapi.co/api/v2/pokemon/167/,1732007685.616085,QVp02TxEeRZesw
167,ariados,https://pokeapi.co/api/v2/pokemon/168/,1732007685.616085,brpEv6pYf7cjkA
168,crobat,https://pokeapi.co/api/v2/pokemon/169/,1732007685.616085,KY9V2GyGC09bvw
169,chinchou,https://pokeapi.co/api/v2/pokemon/170/,1732007685.616085,Yn7EaZKWjA17mg
170,lanturn,https://pokeapi.co/api/v2/pokemon/171/,1732007685.616085,ZaoDCgmyhRUIjA
171,pichu,https://pokeapi.co/api/v2/pokemon/172/,1732007685.616085,bJOS/saNq43Ahw
172,cleffa,https://pokeapi.co/api/v2/pokemon/173/,1732007685.616085,CDKPsiKLD4aOag
173,igglybuff,https://pokeapi.co/api/v2/pokemon/174/,1732007685.616085,eXny18jrFZI/Tg
174,togepi,https://pokeapi.co/api/v2/pokemon/175/,1732007685.616085,WYwlWELzTYGwDQ
175,togetic,https://pokeapi.co/api/v2/pokemon/176/,1732007685.616085,ENFJolWg7cXZSA
176,natu,https://pokeapi.co/api/v2/pokemon/177/,1732007685.616085,MAFE5bVp8+A0FQ
177,xatu,https://pokeapi.co/api/v2/pokemon/178/,1732007685.616085,x+gUZ85soW3egg
178,mareep,https://pokeapi.co/api/v2/pokemon/179/,1732007685.616085,W8BaVjTBvjNDOg
179,flaaffy,https://pokeapi.co/api/v2/pokemon/180/,1732007685.616085,PfuyrB0xGtRo3Q
180,ampharos,https://pokeapi.co/api/v2/pokemon/181/,1732007685.616085,VSEznUpTc8F/Kg
181,bellossom,https://pokeapi.co/api/v2/pokemon/182/,1732007685.616085,09lPFn2KaNyXEA
182,marill,https://pokeapi.co/api/v2/pokemon/183/,1732007685.616085,AyLDmlpZ4bfLwQ
183,azumarill,https://pokeapi.co/api/v2/pokemon/184/,1732007685.616085,64Wpv2SrHJcAlw
184,sudowoodo,https://pokeapi.co/api/v2/pokemon/185/,1732007685.616085,2eQ9Xo7RvqS9zg
185,politoed,https://pokeapi.co/api/v2/pokemon/186/,1732007685.616085,6dLcmj5EZDtzRw
186,hoppip,https://pokeapi.co/api/v2/pokemon/187/,1732007685.616085,Pd+smJs7+MdIuw
187,skiploom,https://pokeapi.co/api/v2/pokemon/188/,1732007685.616085,F6JVCPY4VZAV8Q
188,jumpluff,https://pokeapi.co/api/v2/pokemon/189/,1732007685.616085,uvs5LUtOfczM8A
189,aipom,https://pokeapi.co/api/v2/pokemon/190/,1732007685.616085,T98PThUaTVAHlA
190,sunkern,https://pokeapi.co/api/v2/pokemon/191/,1732007685.616085,w7/DxoG/GV3ZcA
191,sunflora,https://pokeapi.co/api/v2/pokemon/192/,1732007685.616085,8EPEs96zGFYKmQ
192,yanma,https://pokeapi.co/api/v2/pokemon/193/,1732007685.616085,bEvf0mcfI1VnvQ
193,wooper,https://pokeapi.co/api/v2/pokemon/194/,1732007685.616085,CT6d9meVL8FeZg
194,quagsire,https://pokeapi.co/api/v2/pokemon/195/,1732007685.616085,xpfX0XpU7LUI/A
195,espeon,https://pokeapi.co/api/v2/pokemon/196/,1732007685.616085,yPZQh2ci5c60ow
196,umbreon,https://pokeapi.co/api/v2/pokemon/197/,1732007685.616085,SsqaPv9RLjAMyg
197,murkrow,https://pokeapi.co/api/v2/pokemon/198/,1732007685.616085,lFNUUf0y+PduUQ
198,slowking,https://pokeapi.co/api/v2/pokemon/199/,1732007685.616085,PllEe5YYeMsCVw
199,misdreavus,https://pokeapi.co/api/v2/pokemon/200/,1732007685.616085,uA0BSjVrM6aVaQ
200,unown,https://pokeapi.co/api/v2/pokemon/201/,1732007685.616085,zEG+FAe+ULlx0g
201,wobbuffet,https://pokeapi.co/api/v2/pokemon/202/,1732007685.616085,qUzkuX+v7rjGNw
202,girafarig,https://pokeapi.co/api/v2/pokemon/203/,1732007685.616085,o681skQ8vqhahA
203,pineco,https://pokeapi.co/api/v2/pokemon/204/,1732007685.616085,YxaHLd8tfJaKCw
204,forretress,https://pokeapi.co/api/v2/pokemon/205/,1732007685.616085,X976q5Nv7PgyrA
205,dunsparce,https://pokeapi.co/api/v2/pokemon/206/,1732007685.616085,VYj6ljxNfC4eBQ
206,gligar,https://pokeapi.co/api/v2/pokemon/207/,1732007685.616085,R0kgBAmBaEzm1w
207,steelix,https://pokeapi.co/api/v2/pokemon/208/,1732007685.616085,ttfNxwyeMiCqag
208,snubbull,https://pokeapi.co/api/v2/pokemon/209/,1732007685.616085,ie4GrSES9d/kLQ
209,granbull,https://pokeapi.co/api/v2/pokemon/210/,1732007685.616085,FCn1JjcN/HIOMQ
210,qwilfish,https://pokeapi.co/api/v2/pokemon/211/,1732007685.616085,erjvjI77obuIfQ
211,scizor,https://pokeapi.co/api/v2/pokemon/212/,1732007685.616085,W2r4F059SB02Gw
212,shuckle,https://pokeapi.co/api/v2/pokemon/213/,1732007685.616085,KjWCny5hPCxy7A
213,heracross,https://pokeapi.co/api/v2/pokemon/214/,1732007685.616085,gDYypKUM3+k3aw
214,sneasel,https://pokeapi.co/api/v2/pokemon/215/,1732007685.616085,h+OjhJ0610FH6Q
215,teddiursa,https://pokeapi.co/api/v2/pokemon/216/,1732007685.616085,p/cjBC0YXh3v5w
216,ursaring,https://pokeapi.co/api/v2/pokemon/217/,1732007685.616085,pyIPe6/Oosdd1w
217,slugma,https://pokeapi.co/api/v2/pokemon/218/,1732007685.616085,Yn8NZ97WJLRUzg
218,magcargo,https://pokeapi.co/api/v2/pokemon/219/,1732007685.616085,czDjvu7YI5yhAQ
219,swinub,https://pokeapi.co/api/v2/pokemon/220/,1732007685.616085,olaBkJCrzZvNiQ
220,piloswine,https://pokeapi.co/api/v2/pokemon/221/,1732007685.616085,YTY4OaQIUAEccw
221,corsola,https://pokeapi.co/api/v2/pokemon/222/,1732007685.616085,7itTZPZfWvr4Zg
222,remoraid,https://pokeapi.co/api/v2/pokemon/223/,1732007685.616085,H08uEcE/yddiZA
223,octillery,https://pokeapi.co/api/v2/pokemon/224/,1732007685.616085,Vj76M2W3inCX4w
224,delibird,https://pokeapi.co/api/v2/pokemon/225/,1732007685.616085,HqR6Tw/5yMCUfA
225,mantine,https://pokeapi.co/api/v2/pokemon/226/,1732007685.616085,+Ak2/Xsv60gZDQ
226,skarmory,https://pokeapi.co/api/v2/pokemon/227/,1732007685.616085,GXI4BB0M28xhAQ
227,houndour,https://pokeapi.co/api/v2/pokemon/228/,1732007685.616085,g6u//TQO4m9Xtg
228,houndoom,https://pokeapi.co/api/v2/pokemon/229/,1732007685.616085,/yyDgjjUMo7d/w
229,kingdra,https://pokeapi.co/api/v2/pokemon/230/,1732007685.616085,tJq0t5fUem2aGQ
230,phanpy,https://pokeapi.co/api/v2/pokemon/231/,1732007685.616085,t2JRkTHpDoCOOQ
231,donphan,https://pokeapi.co/api/v2/pokemon/232/,1732007685.616085,coQCZC+7M+mMQg
232,porygon2,https://pokeapi.co/api/v2/pokemon/233/,1732007685.616085,Mc24S4KQf6KXAA
233,stantler,https://pokeapi.co/api/v2/pokemon/234/,1732007685.616085,ezpNCs4H0twGdA
234,smeargle,https://pokeapi.co/api/v2/pokemon/235/,1732007685.616085,aww9YIuiUed/tQ
235,tyrogue,https://pokeapi.co/api/v2/pokemon/236/,1732007685.616085,FpMFXFpT5ma0Sw
236,hitmontop,https://pokeapi.co/api/v2/pokemon/237/,1732007685.616085,OhGEJojfY6jcag
237,smoochum,https://pokeapi.co/api/v2/pokemon/238/,1732007685.616085,Ra7K7Wx5JGooGg
238,elekid,https://pokeapi.co/api/v2/pokemon/239/,1732007685.616085,VaRUu/Cy1T0APw
239,magby,https://pokeapi.co/api/v2/pokemon/240/,1732007685.616085,HrLdWgBIpemlqQ
240,miltank,https://pokeapi.co/api/v2/pokemon/241/,1732007685.616085,+C3+VrORQ9nRgA
241,blissey,https://pokeapi.co/api/v2/pokemon/242/,1732007685.616085,jgBIEUtGQtueyw
242,raikou,https://pokeapi.co/api/v2/pokemon/243/,1732007685.616085,qi+Mi3TEfpYAkw
243,entei,https://pokeapi.co/api/v2/pokemon/244/,1732007685.616085,ku/sv6bgR/a/Bg
244,suicune,https://pokeapi.co/api/v2/pokemon/245/,1732007685.616085,aHZutFyro5i02A
245,larvitar,https://pokeapi.co/api/v2/pokemon/246/,1732007685.616085,lMaDGNniGYLsbw
246,pupitar,https://pokeapi.co/api/v2/pokemon/247/,1732007685.616085,zEky1GqQDaJWqA
247,tyranitar,https://pokeapi.co/api/v2/pokemon/248/,1732007685.616085,OXQrQg+UuXVCWQ
248,lugia,https://pokeapi.co/api/v2/pokemon/249/,1732007685.616085,3I3AOwvgrQckjA
249,ho-oh,https://pokeapi.co/api/v2/pokemon/250/,1732007685.616085,DfrBW19PyduB2Q
250,celebi,https://pokeapi.co/api/v2/pokemon/251/,1732007685.616085,JUtPT9QAnWm2GA
251,treecko,https://pokeapi.co/api/v2/pokemon/252/,1732007685.616085,1UENV1DOVH+QJw
252,grovyle,https://pokeapi.co/api/v2/pokemon/253/,1732007685.616085,Igk53MR0ragSXA
253,sceptile,https://pokeapi.co/api/v2/pokemon/254/,1732007685.616085,ngjMMGaG19q6RQ
254,torchic,https://pokeapi.co/api/v2/pokemon/255/,1732007685.616085,cUsa3+NFwlIXwQ
255,combusken,https://pokeapi.co/api/v2/pokemon/256/,1732007685.616085,SgM2UXTvm5+hjg
256,blaziken,https://pokeapi.co/api/v2/pokemon/257/,1732007685.616085,jA705NH+3+0NXQ
257,mudkip,https://pokeapi.co/api/v2/pokemon/258/,1732007685.616085,KscHxVB9QqJQ6w
258,marshtomp,https://pokeapi.co/api/v2/pokemon/259/,1732007685.616085,aIuw8vpvDR8haQ
259,swampert,https://pokeapi.co/api/v2/pokemon/260/,1732007685.616085,kSb6F9LnZcV+nw
260,poochyena,https://pokeapi.co/api/v2/pokemon/261/,1732007685.616085,6K+Elv0B5vmXxg
261,mightyena,https://pokeapi.co/api/v2/pokemon/262/,1732007685.616085,t+7GZPy3G6A1Rw
262,zigzagoon,https://pokeapi.co/api/v2/pokemon/263/,1732007685.616085,yXBQ+sdzMv7dMQ
263,linoone,https://pokeapi.co/api/v2/pokemon/264/,1732007685.616085,KGoXExTiRZpRMg
264,wurmple,https://pokeapi.co/api/v2/pokemon/265/,1732007685.616085,8+ijkCxNvvhE7g
265,silcoon,https://pokeapi.co/api/v2/pokemon/266/,1732007685.616085,IeXJ9xENJZ/vZg
